purchase_frequency_monthly,avg_order_value_usd,tenure_months,customer_segment,product_category_preference,channel_preference,promotion_sensitivity,service_interactions,referral_count,geographic_region,demographic_segment,satisfaction_score,clv_usd
7.231252497965629,408.2128717074235,6.0,New,,Both,Medium,16.0,4.0,International,Young Adults,5.5910783713440235,2446.5588586016365
6.918166357740579,178.0734213496932,11.0,Churned,Single Category,Online,High,14.0,4.0,North,Professionals,3.314758318877123,37107.508415652075
4.073635600464534,88.79372387553545,39.0,Churned,Multiple Categories,Online,Low,10.0,5.0,International,Families,5.5657643955047265,24567.475907945678
3.987844299664452,133.98354885485435,52.0,New,,Both,,0.0,7.0,International,Retirees,2.7740639098184863,2525.320632224939
1.4140860598765386,460.98276102564955,68.0,Regular,Single Category,Store,Low,14.0,3.0,South,Retirees,9.406733901911778,44040.81149071177
2.8513104674279854,491.24628136643463,70.0,Churned,Multiple Categories,Both,Low,0.0,,East,Retirees,1.52926713197482,29348.493790545566
2.6634143680149736,404.8381241431286,36.0,New,Multiple Categories,Both,Medium,6.0,6.0,West,Professionals,,47373.59774813711
7.774915823273624,,57.0,Regular,Multiple Categories,Both,High,5.0,,International,Families,4.09079557323105,24104.67363221826
2.823695953702303,169.81861499578437,55.0,Churned,Multiple Categories,Both,High,16.0,1.0,South,Professionals,5.039188808482272,8153.574601383143
2.6139289169147673,260.9668911165777,60.0,VIP,Single Category,Store,High,14.0,5.0,International,Families,4.0551420456206095,13133.722241934649
3.6300835037489514,102.13067885619921,64.0,Churned,Multiple Categories,Both,Low,1.0,0.0,North,Retirees,5.435871131085529,47114.51302052219
1.4124685295325166,236.07443949032856,71.0,Churned,Single Category,Online,Medium,11.0,2.0,North,Families,6.734562739955356,41409.49463842312
3.599620235790544,378.4533236045128,3.0,New,Single Category,Store,Low,13.0,4.0,West,Young Adults,6.723036050757687,4585.129862714198
1.8899323399936516,159.01349836939863,48.0,VIP,,Both,,18.0,7.0,East,Young Adults,,14728.460250583086
,326.588184136364,,New,Single Category,Both,Low,3.0,4.0,West,Retirees,6.044863652342738,34241.357260957106
6.26840959073191,29.275047304650307,3.0,VIP,Single Category,Online,High,11.0,,South,Families,4.611031696589693,29636.807829189544
2.5142888067048843,122.84031969690001,49.0,New,Multiple Categories,Both,High,1.0,7.0,,Families,1.1676758059602799,33961.58117721757
,218.87452301037646,49.0,Churned,Multiple Categories,,Medium,8.0,7.0,North,,3.489924881538818,42446.82451284569
6.310877705601469,113.20531983442753,49.0,New,Single Category,Online,,2.0,2.0,West,Families,2.5270200411383006,12155.418242250622
7.2914681714697105,316.0115948443096,62.0,Regular,Multiple Categories,Online,High,14.0,4.0,North,Retirees,1.3422667618291146,3444.526266028515
4.201630184442598,137.09455734139246,33.0,VIP,,Both,,16.0,3.0,East,Retirees,2.1186984343307285,29795.048510985296
7.173430633520062,,46.0,Regular,Multiple Categories,Online,High,18.0,2.0,West,Young Adults,1.3651904456886075,36413.37269701231
3.0350208619949255,351.1022022433842,44.0,VIP,Multiple Categories,Both,Medium,,8.0,South,Retirees,8.874889327992417,41172.21568388835
6.453437554848405,58.14147519389984,68.0,New,Multiple Categories,Both,Medium,1.0,5.0,West,Professionals,6.0000965247815,10037.266930472046
6.576310699953514,60.3290116599464,20.0,Regular,Single Category,Online,Low,15.0,6.0,East,Professionals,2.907390176613018,42788.395451368095
5.4008224355562575,457.3967832531843,,New,Single Category,Online,Medium,10.0,,South,Retirees,6.379957449089213,13037.467662119047
2.484579385762544,295.7874517621844,58.0,Regular,Multiple Categories,Online,Low,,8.0,West,Professionals,,47626.74837422626
7.829068420104197,377.94028481663395,69.0,New,Multiple Categories,Store,High,6.0,9.0,West,Families,8.2445706176681,44162.14818500125
4.518457467145917,140.42924514913256,43.0,Churned,Multiple Categories,Store,Medium,18.0,5.0,South,Retirees,4.066726797560497,
4.937325735328406,346.2201497097406,38.0,Churned,Multiple Categories,Both,Medium,12.0,9.0,,Families,3.1510139127069654,18975.399586705327
6.899461846652935,378.3240605645854,52.0,New,Single Category,Online,High,19.0,5.0,International,Professionals,5.555794564397189,17572.820989781256
,264.45861022657755,42.0,Churned,Single Category,Online,High,6.0,7.0,,Families,4.604657321010469,8386.22408485669
7.773941939161513,322.4334191560023,40.0,VIP,Multiple Categories,Online,Medium,10.0,6.0,South,Families,3.2559265711855856,2353.444517435112
7.133240644017972,293.34647361986333,64.0,Churned,Single Category,Store,Medium,16.0,9.0,North,Young Adults,4.635979235927655,38913.16163197678
6.462322741368037,330.7716039671917,29.0,VIP,Multiple Categories,Both,Medium,,0.0,International,Retirees,6.681594263864707,
0.7591916256025639,368.97083702033467,17.0,Churned,Single Category,Online,Low,11.0,9.0,International,Families,9.345864188190673,41632.13693752834
5.375806235268761,28.96612922864904,,,Single Category,Online,Medium,2.0,5.0,West,Retirees,1.8988540022678935,25732.946021221003
3.2467088299448323,276.0065249296605,40.0,Regular,Single Category,Store,Medium,6.0,9.0,South,Families,8.048651331575021,24747.86358963784
2.4262005033287326,451.4646598626015,48.0,VIP,Single Category,Online,Medium,,,International,Young Adults,6.670893688517043,47451.95589673877
4.404003712887968,497.25168597186905,15.0,Churned,Multiple Categories,Online,,5.0,6.0,International,Professionals,4.372968489674352,6881.522583135448
3.813536618255423,424.411872629641,53.0,New,Single Category,Both,High,11.0,7.0,North,Professionals,6.0520896145310665,
2.7381483160556077,61.824509724338014,46.0,New,Multiple Categories,Online,Medium,13.0,4.0,International,Retirees,1.7211470961574178,22496.91602901937
2.9512466227911913,159.88914430345926,10.0,Churned,Single Category,Both,Low,14.0,5.0,South,Professionals,,47445.88723272645
1.82661996553679,367.4784172115292,17.0,New,Multiple Categories,Online,Low,,6.0,North,Retirees,5.44669129856384,25575.78251923917
5.144206787098736,65.53472906356392,42.0,Regular,Single Category,Both,High,9.0,8.0,West,Families,4.132000569125685,48044.30336026518
2.625868105265714,394.0667348575198,9.0,New,Multiple Categories,Online,High,,6.0,West,Retirees,3.6217576354738354,10369.11413788847
1.3692204395913916,181.89773890240517,40.0,Regular,Single Category,Store,Medium,11.0,4.0,East,Retirees,8.138769023173092,25457.616119136772
3.076926757987682,380.80502966439576,66.0,,Single Category,Both,Low,5.0,5.0,International,Professionals,2.9894203815422853,47288.130088818034
5.5883042037850075,326.07700517360183,19.0,Regular,Multiple Categories,Both,Medium,13.0,8.0,International,Families,1.5213008615388641,45744.23457101536
4.138517295264691,288.61601505576624,2.0,New,Multiple Categories,Store,,7.0,1.0,East,Professionals,4.903346918483852,17450.946728298
1.0092688746555531,122.35590093053047,19.0,Churned,Multiple Categories,Both,,7.0,3.0,South,Young Adults,1.4023823464401635,26796.78484580571
3.565573826839845,351.4017836977136,24.0,New,Single Category,Online,Medium,11.0,8.0,South,Retirees,5.740572137604193,34351.39766906739
2.250942359508121,402.5791647784794,36.0,VIP,Single Category,Online,High,17.0,3.0,South,Professionals,9.752599288829979,38793.579906798026
4.325459463357031,113.13973571629255,1.0,VIP,Multiple Categories,Both,High,16.0,9.0,North,Families,9.02702419418181,8151.829132123876
5.624416771626493,458.23768534332373,39.0,New,Single Category,Online,High,0.0,0.0,East,Professionals,3.5828442647482817,12718.282306997513
4.192865704789315,58.1210667954981,47.0,VIP,Single Category,Store,Low,7.0,3.0,East,Retirees,2.737337195704259,46604.88727713848
5.948951682795199,25.964049853554478,66.0,Regular,Single Category,Both,Low,3.0,1.0,North,Families,1.14509560541573,48315.16539731293
1.2265940376305258,266.33690997085483,60.0,VIP,Multiple Categories,Store,High,2.0,7.0,North,Retirees,8.165123277026739,7956.597757209427
5.13547858887364,193.00852557251895,49.0,VIP,Multiple Categories,Store,Low,0.0,1.0,East,Families,3.8910409555482803,36370.49718513346
7.353912373557227,433.3108995901827,5.0,VIP,Multiple Categories,Both,High,5.0,7.0,East,Retirees,3.6702140875871176,
4.827792864086956,352.1941380032988,63.0,Churned,Single Category,Online,Low,4.0,5.0,West,Professionals,9.209026716203478,28937.068432229225
7.1583462187486315,438.95544798808777,21.0,Regular,Single Category,Online,Low,2.0,5.0,East,Retirees,2.1053924744150434,33839.624563615995
0.7154602256368974,320.777366874451,23.0,New,Single Category,Store,High,19.0,2.0,International,Retirees,7.148192761705511,45552.89955600363
4.203910243444525,409.9568677568472,30.0,VIP,Single Category,Store,Medium,,9.0,,,6.939654470195113,11926.818070471356
7.972940195695078,,37.0,New,Single Category,Both,Low,9.0,1.0,,Professionals,4.824203018066352,32306.632166740837
4.491728351912762,417.76161986250963,52.0,Churned,Multiple Categories,Store,High,18.0,9.0,East,Retirees,5.965821132251993,41948.00164303705
7.670175431022715,209.67239361914733,29.0,New,Single Category,Both,Low,14.0,1.0,East,Families,6.5700065169204045,23525.64425570398
6.81540780105826,184.71348429990738,4.0,New,Single Category,Both,Low,19.0,5.0,North,Families,4.491057346493258,28564.910295167934
7.016107280317743,202.15472198392592,31.0,Churned,Single Category,Both,Medium,8.0,9.0,West,Young Adults,6.6082976803257925,20108.37170285782
2.5831417799293312,274.8851785545108,31.0,VIP,Single Category,Both,High,5.0,0.0,West,Young Adults,6.420419071151835,9837.714029687428
7.51795939393836,227.12817537943346,45.0,VIP,Single Category,Online,Medium,1.0,8.0,International,Young Adults,2.978310988330718,28294.486876663384
4.741920699499143,490.41287395488473,10.0,New,Single Category,Online,High,8.0,5.0,International,Families,9.540869427086902,12233.340333747525
6.883663993756366,269.9443014320343,53.0,New,Single Category,Store,Medium,5.0,3.0,North,,6.971542468775558,32300.843454819023
,140.24680224811016,20.0,Churned,Multiple Categories,Online,Medium,12.0,5.0,North,Professionals,1.8283502825963303,41544.15775149761
6.628995399448619,364.48825483106845,64.0,New,Single Category,,Medium,10.0,8.0,East,,8.296713461898918,21008.15960304548
2.911796167020275,461.5808787750383,17.0,New,Single Category,Online,Low,17.0,2.0,East,Young Adults,3.431074174363135,12060.810318644462
3.533058140335368,53.825447472231744,43.0,New,Multiple Categories,Store,Medium,8.0,0.0,North,Professionals,1.1358134748737991,537.2491346728093
7.494727807593611,408.2589494118194,29.0,Regular,Single Category,Online,Low,16.0,,West,Young Adults,8.288747758021437,24962.062448659723
1.6590666192076577,238.92293684838197,4.0,Churned,Single Category,Store,High,19.0,2.0,East,Retirees,8.059807383252377,12960.26765131458
,327.26349923680857,19.0,VIP,Single Category,Store,Medium,2.0,5.0,East,Professionals,7.374306809921384,15965.110714606764
1.9317334065056053,198.2698319144501,27.0,Regular,Multiple Categories,Store,Low,6.0,3.0,West,Professionals,5.007352453435739,42651.209294574684
,155.8745592862924,52.0,New,Single Category,Both,Low,1.0,6.0,South,Families,1.306280775005551,3686.45388955047
6.045271846740886,162.43876622166573,21.0,Churned,Single Category,Online,High,13.0,2.0,,Retirees,2.381511231313202,16187.045754256353
,164.00168423284413,,New,Multiple Categories,Both,High,8.0,6.0,West,Families,4.504800192335537,37787.28115734335
6.330333289580893,444.54034092973615,29.0,Regular,Multiple Categories,Store,Medium,9.0,0.0,West,Professionals,4.305461711444581,19427.73195534313
6.648211818990805,256.4861133678563,29.0,Churned,Single Category,Store,High,15.0,1.0,East,Young Adults,8.784687842971676,
,366.5467606353107,41.0,New,Single Category,,High,11.0,9.0,North,Families,,1730.6376850489478
1.5741928314418492,490.38464841266943,30.0,VIP,Single Category,Online,Medium,2.0,5.0,North,Families,3.393248044107734,44201.6435984889
1.3278804008185103,163.93832230735802,12.0,Churned,Single Category,Both,High,1.0,9.0,West,Professionals,4.409359536029175,5106.932393417901
6.78600766971417,25.523653955754945,30.0,Churned,Single Category,Both,Low,14.0,9.0,East,Professionals,1.0614231869214654,10099.43516566257
2.966505142120679,381.6100264263144,58.0,Regular,Single Category,Both,High,0.0,7.0,South,Retirees,3.5530082836348726,2176.027906570297
5.831133899312767,210.2993315167816,39.0,Regular,Single Category,Online,Low,15.0,7.0,East,Professionals,8.1682827131924,17964.923190295573
6.231981737810467,,30.0,VIP,Single Category,Both,High,15.0,6.0,West,Professionals,5.188773608876271,46931.02013754127
1.5381307521860457,177.24501080540574,46.0,VIP,Single Category,Store,Low,0.0,6.0,West,Retirees,2.9437265218241566,28529.372341108057
3.1526485370851254,72.32667934077608,61.0,VIP,Multiple Categories,Store,High,15.0,9.0,South,Retirees,5.230510337409441,47874.186475719674
7.480571240701529,282.9452337385403,52.0,Churned,,Both,Low,12.0,0.0,North,Young Adults,3.9871630305852768,25458.406972487086
7.355188212596636,339.6299420655023,57.0,New,Multiple Categories,Store,High,8.0,8.0,South,Professionals,4.760833563928732,4389.459543152551
6.178689773339286,230.1938944464329,41.0,Regular,Multiple Categories,Both,Medium,5.0,6.0,West,Young Adults,9.583853441813792,40441.55847332759
5.9479168414403185,400.4282620723346,,Regular,Single Category,Store,Low,1.0,0.0,West,Young Adults,3.435855210944956,21549.82614522099
6.999214909878468,436.4255965336886,61.0,New,Single Category,Both,Low,4.0,6.0,International,Retirees,7.075119938567389,4657.742259124537
0.9953533332122623,36.83642748646646,63.0,New,Multiple Categories,Both,High,17.0,0.0,East,Professionals,,45380.77632935421
4.352370860864594,424.8580582656465,41.0,VIP,Single Category,Online,Low,19.0,7.0,North,Young Adults,5.613535526733901,13567.274453573813
0.6197419515820906,393.8780066645463,2.0,New,Single Category,Online,Medium,14.0,2.0,International,Young Adults,9.521788284576889,17098.129123505794
1.932342985349643,48.45260111373126,56.0,New,Single Category,Both,High,12.0,5.0,West,Families,5.6167852706207775,3011.261982447587
4.271789465168938,456.0521050645887,66.0,VIP,Multiple Categories,Both,Low,18.0,3.0,,,7.862548708523887,49414.41813260152
3.0158634984822386,152.0586246651595,13.0,New,,Store,Medium,8.0,1.0,South,Professionals,4.208869180265121,19441.388168923488
0.8766594393610823,426.54814110076194,2.0,New,Multiple Categories,Store,Low,10.0,9.0,North,Families,9.945691198503582,31676.95706882116
5.084781889532701,,57.0,,Single Category,Online,Low,11.0,7.0,East,Professionals,2.656606544839379,8945.105524671555
1.9132033168326041,446.94573096299297,47.0,Regular,Single Category,Both,Medium,16.0,8.0,South,Retirees,1.9801534985031974,
,343.5998246133746,47.0,Regular,Single Category,Both,Medium,2.0,7.0,West,Professionals,5.553283970667419,39349.28270351581
4.33374409835705,298.3760288790553,56.0,Churned,Single Category,Online,High,19.0,6.0,South,Professionals,2.3594578634591548,20556.00981484993
7.481631332211223,222.55393932783818,10.0,New,Single Category,Online,Medium,18.0,2.0,South,Professionals,5.758925140410132,12400.814114653105
7.054113412487529,91.14000267884515,23.0,New,Single Category,Online,Medium,4.0,6.0,,Families,7.385399648996448,5511.91944800385
3.872667499067426,357.76662875689505,65.0,VIP,Multiple Categories,Store,Medium,8.0,4.0,North,Professionals,7.854502215834069,27495.10459220413
5.278101016581092,256.16171514271053,71.0,Churned,Multiple Categories,Both,Low,3.0,1.0,North,Retirees,9.515754138762247,15966.824823983712
0.6243844398593213,,8.0,New,Multiple Categories,Both,Low,9.0,6.0,North,Families,7.407452229269019,40261.04003075961
5.494717760616619,278.269961434414,17.0,Regular,,Store,Low,19.0,9.0,North,Families,8.53238466372784,37568.41126147888
6.359170791520174,404.88439440220117,41.0,VIP,Single Category,Online,High,0.0,8.0,North,Professionals,5.905397992383929,43209.24625464762
2.439749083791937,66.85280567183173,37.0,Regular,Multiple Categories,Online,Low,2.0,6.0,International,Families,9.456829332015548,
4.102322257399079,406.38454092170184,48.0,Churned,Multiple Categories,,High,14.0,6.0,East,Retirees,6.460502888936209,34467.94945747974
1.660971929408211,58.92325704281432,49.0,Churned,Single Category,,High,7.0,1.0,North,Retirees,1.6046157009361652,16281.264988549998
6.073407494764483,181.86964002650612,22.0,VIP,Single Category,Online,Low,16.0,6.0,North,Retirees,6.576460929226617,15111.076605466049
4.964447016441588,495.23410052482365,68.0,New,Multiple Categories,Both,Low,0.0,7.0,East,Retirees,1.1779642483912096,8108.06595737551
6.010324611252682,419.79914458061376,37.0,Churned,Single Category,Store,High,6.0,5.0,West,Professionals,8.262268301803168,47603.73491187835
6.093993976876882,304.40967737073504,30.0,Regular,Multiple Categories,Both,Medium,7.0,5.0,East,Families,3.9682903523741753,37008.61433265236
1.08905703303778,141.2020047086191,58.0,,Single Category,Both,Medium,9.0,0.0,North,Retirees,2.7633933007928007,28157.937320204142
6.856135696659833,346.0696365007614,19.0,VIP,Single Category,Online,Low,4.0,,West,Young Adults,7.933191144236321,4638.335176831761
6.315492721529295,432.33261623579665,13.0,Regular,Multiple Categories,Store,Low,9.0,9.0,East,Retirees,8.818632347387886,46390.19353358172
2.529198530083565,364.63397893758145,46.0,Churned,Single Category,Both,,1.0,4.0,North,Young Adults,5.665345154459487,
4.130023313226358,384.56532476501815,49.0,Regular,Multiple Categories,Store,Low,13.0,0.0,International,Professionals,9.829083110273835,33406.15599791146
0.6597096331368528,121.33745376323564,46.0,Regular,Single Category,Both,Low,2.0,4.0,East,Young Adults,8.79546022147538,26552.085834094658
7.775137615070895,259.0434741852424,62.0,New,Single Category,Store,High,18.0,1.0,West,Young Adults,4.052455593914182,2360.280347758192
3.5251949919562073,160.94182538469292,,,Multiple Categories,Both,Low,9.0,5.0,North,Professionals,2.2641494626238448,4171.969425977883
7.582564953696996,172.7117687118022,66.0,New,Multiple Categories,Both,Low,8.0,2.0,,Retirees,5.338105173830473,4148.152367542945
7.0412895719791715,474.4658453088538,33.0,Churned,Multiple Categories,Online,Medium,17.0,1.0,East,Retirees,3.6877462451747736,46592.8966413929
5.014348341071727,319.47076896775667,2.0,VIP,Single Category,Both,High,4.0,0.0,West,Families,4.2471655256265315,13886.817768082508
5.078313879069938,123.22779044496566,47.0,New,Multiple Categories,Both,High,2.0,1.0,West,Young Adults,9.872206427862857,11265.866000131908
6.968189548298535,156.1134329411873,23.0,Regular,Multiple Categories,Online,Low,9.0,7.0,,Families,7.963006708145012,42595.25835727408
7.722322732554238,423.45022002346496,67.0,Churned,Multiple Categories,Online,Low,4.0,1.0,North,Young Adults,7.779866916563932,7062.083201231901
6.291131480874324,64.82323189467841,6.0,New,Multiple Categories,Online,Medium,16.0,5.0,International,Families,2.156571753079131,47861.6796556943
4.444862042767509,492.28517923295504,63.0,VIP,Multiple Categories,Store,High,10.0,7.0,South,Families,4.991762745175622,11261.80799845924
4.133958964204409,334.2280530490571,17.0,VIP,Single Category,Online,Medium,13.0,4.0,East,Professionals,7.451640088998967,49790.31549075499
2.0166367874192312,192.91509430252054,42.0,VIP,Multiple Categories,Online,Medium,17.0,3.0,West,,4.902631409105691,35577.235670403505
2.912454310890019,,24.0,VIP,Multiple Categories,Store,Low,2.0,2.0,West,Young Adults,,32614.385055967636
7.4366912913165635,463.21961017890465,50.0,VIP,,Store,Medium,3.0,8.0,East,Retirees,7.14176381729677,7740.992270274029
3.4030570460543785,297.17329419623997,16.0,Churned,Multiple Categories,Both,Low,1.0,,West,Professionals,8.464948160502443,1320.350902223296
3.9990540549155122,444.3363692173679,68.0,Churned,Multiple Categories,Store,Medium,15.0,4.0,South,Professionals,1.8981916809407156,11067.736937339772
1.2896421159387952,334.24596860883906,21.0,Churned,Multiple Categories,Store,,9.0,9.0,North,Families,5.499439053193765,17263.17768417074
,208.97920753158184,52.0,Regular,Multiple Categories,,Medium,1.0,4.0,South,Families,6.421028608527754,34200.75425507058
3.5228884042708657,475.31397300551794,44.0,VIP,Single Category,Both,High,7.0,4.0,International,Professionals,1.1391766227763687,1577.9029025305172
3.237642600872352,138.66947503731774,66.0,Regular,Single Category,Both,Medium,1.0,7.0,International,Retirees,3.7972040761231667,47996.63410902727
6.860845002880267,493.2390201181995,42.0,New,Multiple Categories,Both,Medium,12.0,6.0,South,Retirees,1.107041298710174,36978.84359109439
1.1762613864708276,221.40797357753573,50.0,VIP,Single Category,Online,High,0.0,6.0,East,Families,6.0202260507038705,7382.749093528561
0.9292428727704528,472.2893492108112,29.0,Churned,Multiple Categories,Store,Medium,5.0,7.0,International,Families,6.187202427470818,1749.4399694682263
3.228116536144865,144.41721761160653,21.0,VIP,,Both,Low,15.0,,West,Young Adults,4.483596033067517,
,262.2828858958786,9.0,Regular,Multiple Categories,Online,High,16.0,1.0,International,Professionals,7.422422000818961,26317.08892336881
3.71654635415692,462.356101234253,16.0,Churned,Multiple Categories,Online,Low,1.0,0.0,North,Families,5.57637518762599,3909.6683272956416
7.389206866895046,302.060810012324,47.0,VIP,,Store,High,14.0,5.0,South,Professionals,4.739800159262039,48328.58362392039
4.773591695318284,426.2003557782301,67.0,New,Single Category,Both,Medium,1.0,0.0,North,Retirees,7.626864815293194,48466.12958362928
2.893131230298948,204.11069145412503,61.0,VIP,Multiple Categories,Store,High,14.0,8.0,East,,,5032.17608925731
4.000745421865641,216.93885377151386,16.0,Regular,Multiple Categories,Store,High,3.0,4.0,South,Young Adults,1.4931608046566116,22387.073526401015
2.594762725697018,349.5591134681489,12.0,Regular,Multiple Categories,Both,Low,19.0,9.0,West,Young Adults,6.46712515011752,23833.131407947676
1.2233217833355994,97.08605616402579,5.0,VIP,Single Category,Online,Low,4.0,0.0,West,Young Adults,1.0081210325886938,18913.040318571737
2.8706443118587117,54.526423028361414,48.0,Churned,Single Category,,Low,17.0,7.0,South,Families,9.07606200226751,5136.988549940242
5.378624803145744,36.293333325430375,15.0,Churned,Single Category,Store,Medium,16.0,2.0,South,Families,,10967.50137716369
1.7363247301023659,210.2439652159844,45.0,VIP,Multiple Categories,Both,Low,2.0,7.0,South,Young Adults,5.573224271827312,39130.97747766586
5.837001827132861,381.3173012243992,19.0,VIP,Multiple Categories,Online,Medium,,8.0,International,Young Adults,4.953252361663579,48192.36079197827
7.955998662172371,255.87508402585667,4.0,,Single Category,Store,Medium,12.0,9.0,North,Professionals,2.463500887585164,9180.765629840293
4.338404173141043,390.6446793877567,17.0,Churned,Single Category,Both,Medium,1.0,4.0,International,Retirees,7.4440061356498575,47883.37855518744
7.148402134131167,55.30332138740045,44.0,Regular,Single Category,Store,Low,15.0,1.0,East,Retirees,1.7850207373376827,
6.654304511894162,61.510491569943376,54.0,Regular,Single Category,Online,High,7.0,5.0,West,Young Adults,9.73644502655839,14365.003615183468
6.919461691278582,121.57738811198027,19.0,Regular,Multiple Categories,Online,Medium,4.0,6.0,East,Professionals,5.220850157849608,9165.7990714977
5.066094945140989,364.2289773997915,19.0,,Multiple Categories,Store,High,4.0,,East,Professionals,1.3350732681423376,13738.606178379268
6.147843207865598,31.74982359576903,37.0,Regular,Single Category,Store,High,19.0,3.0,North,Young Adults,9.129728046209413,21547.441542047964
2.2252233911791954,,18.0,New,Single Category,Online,Medium,13.0,4.0,East,Retirees,7.232781209598933,43599.035560447606
4.031160026505699,258.41543254599395,18.0,VIP,Multiple Categories,Online,High,3.0,9.0,East,Retirees,6.479439134865832,16330.534504481646
4.442766308850402,136.79757960449547,53.0,Regular,Multiple Categories,Both,High,16.0,4.0,East,Families,9.214545271769802,26488.58273449523
2.171911669370111,74.65517660329354,61.0,,Single Category,Online,Low,16.0,7.0,North,Families,4.787272208425631,6474.831989235608
,419.9188660019558,68.0,Regular,Single Category,Store,Medium,0.0,6.0,International,Professionals,6.994561291118924,25512.969505162415
1.8388915777907342,386.1609455804628,20.0,New,Single Category,Online,Medium,12.0,6.0,South,Retirees,,15128.68437041569
6.397340110301129,40.13181512406652,23.0,Regular,Single Category,Online,Low,3.0,3.0,South,Professionals,9.508857326706416,48551.88937949602
3.500771823150133,285.57190848323177,14.0,Churned,Multiple Categories,Both,Low,12.0,6.0,West,Professionals,5.961070029956478,1799.4886774852869
0.5950165405427192,171.1805254544855,19.0,New,Multiple Categories,Both,Low,10.0,3.0,South,Retirees,3.0390152699657014,21167.61763721599
5.499521673173769,112.53078335991877,7.0,Regular,Multiple Categories,Online,Medium,19.0,6.0,North,Retirees,3.084262343775369,46932.86939850499
0.7646474790069,293.34998033181523,19.0,Churned,Single Category,Store,High,,8.0,,Young Adults,4.259252391494259,
6.91558266906713,265.380950556645,33.0,Churned,Multiple Categories,Online,Medium,5.0,3.0,West,Professionals,9.939292643636689,3051.3822633699974
1.1527080937689487,90.65710612678917,,Churned,Single Category,Online,Medium,0.0,4.0,West,Professionals,5.179692031498096,43118.63273448668
5.746061276907483,130.6031200021102,27.0,VIP,Multiple Categories,Online,Low,19.0,2.0,International,Professionals,8.796292799430331,38298.29138339012
5.53048104891662,276.3793730501624,11.0,New,Multiple Categories,Both,,15.0,4.0,South,Professionals,7.672663423497192,6687.750733126061
2.177842490676028,164.1870913343585,71.0,Regular,Single Category,Both,,16.0,8.0,International,,4.81383521096509,30159.461443287495
2.831697606719612,331.005310308067,28.0,Churned,Multiple Categories,Store,Low,5.0,2.0,West,Young Adults,5.27603893375924,3160.325494232223
5.827580944462069,362.2067179591671,9.0,Churned,Multiple Categories,Online,Low,4.0,7.0,West,Young Adults,8.446002887004294,894.1383345804559
7.60310598178234,75.310035450888,52.0,VIP,Single Category,,Medium,8.0,6.0,West,Young Adults,2.208633379920344,17437.759214925925
6.769101806789989,322.9753733913713,41.0,Regular,Single Category,Both,Medium,12.0,8.0,International,Young Adults,4.711753481425692,730.2614498974813
5.401548574391132,313.3069066265601,44.0,Churned,Single Category,Store,Low,17.0,9.0,South,Retirees,3.2149190444833593,3680.0480013685533
4.112298492338355,72.26626045732134,3.0,VIP,Multiple Categories,Both,Low,19.0,5.0,South,Retirees,8.483151698932128,8061.963995626429
6.560186594517612,261.88533520339854,29.0,New,Multiple Categories,Both,,2.0,5.0,International,Families,2.302075843092239,7763.004869347386
5.733845921745981,,53.0,Churned,Multiple Categories,,,5.0,8.0,North,Young Adults,8.05684246322349,
0.8770782046921756,460.3704699425358,38.0,Churned,Single Category,Store,High,13.0,9.0,International,Retirees,5.509698351043945,47952.81893956546
5.557310970382767,154.92405066966188,51.0,VIP,Single Category,Both,Medium,8.0,0.0,South,Young Adults,1.1011363444977103,6449.122601374272
2.0251436497949884,152.9865059813453,48.0,Regular,Single Category,,High,16.0,2.0,South,Families,4.45339107900363,4382.962304900332
1.3066587624433088,,37.0,,Multiple Categories,Store,Low,5.0,1.0,East,Young Adults,7.592654436915545,28497.30573857556
3.944654918190117,241.9527078019043,,Churned,Single Category,Both,High,3.0,6.0,South,Retirees,5.8052516337153595,30877.981171362448
1.663880452637246,433.0569534477373,23.0,New,Multiple Categories,Store,High,4.0,5.0,East,Families,9.034237591069065,48519.344960620605
7.229531254345078,42.51774966380568,53.0,VIP,Multiple Categories,Store,Medium,6.0,3.0,West,Families,6.147626662044357,
2.8082208580254004,371.9494452914866,45.0,VIP,Single Category,Both,Medium,0.0,5.0,,Young Adults,8.363590484473535,8262.883230456875
4.8955113064073,194.2836210121656,27.0,Regular,Single Category,Online,Medium,9.0,,West,Professionals,6.20585086473466,45024.03711507108
6.937136030996372,252.79280302009735,31.0,Churned,Multiple Categories,Store,Medium,17.0,8.0,International,Families,6.52465129219434,20571.309133766757
7.943477745263486,324.5920542355389,57.0,New,,Both,Low,14.0,0.0,South,Retirees,6.248067084213485,16066.559698870466
6.703344072557295,183.95666802589096,46.0,Regular,Multiple Categories,Store,Low,14.0,7.0,,,3.776602601956311,
6.777402531712861,192.85348216252157,28.0,Churned,Single Category,Both,High,1.0,1.0,East,Retirees,4.602743340962947,19948.010753914423
5.865469229668079,296.3080297957852,3.0,New,Multiple Categories,Online,Medium,3.0,,North,Professionals,7.4811780013021645,14324.719595776274
2.2280739792581006,274.2774613738297,39.0,Churned,Multiple Categories,Both,High,14.0,4.0,North,Young Adults,3.3877527798870455,36169.48390182946
4.13695973086692,341.7389950039958,69.0,New,Multiple Categories,Online,Medium,7.0,7.0,West,Young Adults,,17862.215749110164
6.8528264605596405,327.42555007795454,2.0,Churned,Single Category,Online,Medium,4.0,9.0,North,Professionals,9.440148370892148,2947.4424759582266
